filename,label
reject/reject_coco__000000047740.jpg,-1
reject/reject_coco__000000008532.jpg,-1
reject/reject_stanford__n02113712-miniature_poodle__n02113712_10525.jpg,-1
reject/reject_animals10__Elephant__animals10_Elephant_00037.jpg,-1
reject/reject_stanford__n02111277-Newfoundland__n02111277_1018.jpg,-1
reject/reject_coco__000000050380.jpg,-1
reject/reject_stanford__n02109961-Eskimo_dog__n02109961_1017.jpg,-1
reject/reject_animals10__Butterfly__animals10_Butterfly_00036.jpg,-1
reject/reject_stanford__n02100583-vizsla__n02100583_10433.jpg,-1
reject/reject_stanford__n02092002-Scottish_deerhound__n02092002_10060.jpg,-1
reject/reject_stanford__n02097047-miniature_schnauzer__n02097047_1093.jpg,-1
reject/reject_coco__000000054967.jpg,-1
reject/reject_stanford__n02093428-American_Staffordshire_terrier__n02093428_10365.jpg,-1
reject/reject_stanford__n02096294-Australian_terrier__n02096294_1150.jpg,-1
reject/reject_coco__000000002153.jpg,-1
reject/reject_coco__000000046048.jpg,-1
reject/reject_animals10__Sheep__animals10_Sheep_00010.jpg,-1
reject/reject_stanford__n02097209-standard_schnauzer__n02097209_1063.jpg,-1
reject/reject_coco__000000041872.jpg,-1
reject/reject_stanford__n02086079-Pekinese__n02086079_10294.jpg,-1
reject/reject_coco__000000031817.jpg,-1
reject/reject_animals10__Horse__animals10_Horse_00021.jpg,-1
reject/reject_stanford__n02099429-curly-coated_retriever__n02099429_1068.jpg,-1
reject/reject_stanford__n02107142-Doberman__n02107142_10070.jpg,-1
reject/reject_coco__000000056545.jpg,-1
reject/reject_coco__000000064718.jpg,-1
reject/reject_coco__000000006040.jpg,-1
reject/reject_coco__000000065455.jpg,-1
reject/reject_stanford__n02093256-Staffordshire_bullterrier__n02093256_11569.jpg,-1
reject/reject_stanford__n02110806-basenji__n02110806_1013.jpg,-1
reject/reject_coco__000000010707.jpg,-1
reject/reject_animals10__Spider__animals10_Spider_00019.jpg,-1
reject/reject_animals10__Chicken__animals10_Chicken_00002.jpg,-1
reject/reject_stanford__n02096177-cairn__n02096177_10093.jpg,-1
reject/reject_stanford__n02108000-EntleBucher__n02108000_1087.jpg,-1
reject/reject_stanford__n02105641-Old_English_sheepdog__n02105641_10048.jpg,-1
reject/reject_stanford__n02113624-toy_poodle__n02113624_1077.jpg,-1
reject/reject_coco__000000035770.jpg,-1
reject/reject_coco__000000048504.jpg,-1
reject/reject_stanford__n02109961-Eskimo_dog__n02109961_10021.jpg,-1
reject/reject_stanford__n02100583-vizsla__n02100583_10425.jpg,-1
reject/reject_animals10__Squirrel__animals10_Squirrel_00011.jpg,-1
reject/reject_coco__000000060823.jpg,-1
reject/reject_stanford__n02088238-basset__n02088238_10049.jpg,-1
reject/reject_stanford__n02110627-affenpinscher__n02110627_10447.jpg,-1
reject/reject_stanford__n02113978-Mexican_hairless__n02113978_1088.jpg,-1
reject/reject_stanford__n02092002-Scottish_deerhound__n02092002_1029.jpg,-1
reject/reject_stanford__n02097474-Tibetan_terrier__n02097474_124.jpg,-1
reject/reject_coco__000000035326.jpg,-1
reject/reject_stanford__n02091831-Saluki__n02091831_10215.jpg,-1
reject/reject_coco__000000050844.jpg,-1
reject/reject_stanford__n02105412-kelpie__n02105412_1159.jpg,-1
reject/reject_animals10__Butterfly__animals10_Butterfly_00019.jpg,-1
reject/reject_stanford__n02086079-Pekinese__n02086079_10159.jpg,-1
reject/reject_coco__000000064574.jpg,-1
reject/reject_stanford__n02116738-African_hunting_dog__n02116738_10081.jpg,-1
reject/reject_coco__000000012748.jpg,-1
reject/reject_coco__000000011122.jpg,-1
reject/reject_coco__000000004395.jpg,-1
reject/reject_stanford__n02112350-keeshond__n02112350_10079.jpg,-1
reject/reject_coco__000000023751.jpg,-1
reject/reject_coco__000000012280.jpg,-1
reject/reject_coco__000000023937.jpg,-1
reject/reject_coco__000000006771.jpg,-1
reject/reject_animals10__Spider__animals10_Spider_00021.jpg,-1
reject/reject_coco__000000008277.jpg,-1
reject/reject_stanford__n02091831-Saluki__n02091831_10593.jpg,-1
reject/reject_animals10__Butterfly__animals10_Butterfly_00023.jpg,-1
reject/reject_stanford__n02096585-Boston_bull__n02096585_10596.jpg,-1
reject/reject_coco__000000010092.jpg,-1
reject/reject_coco__000000061747.jpg,-1
reject/reject_stanford__n02108915-French_bulldog__n02108915_11207.jpg,-1
reject/reject_coco__000000050145.jpg,-1
reject/reject_stanford__n02110063-malamute__n02110063_1034.jpg,-1
reject/reject_stanford__n02087394-Rhodesian_ridgeback__n02087394_10238.jpg,-1
reject/reject_coco__000000006471.jpg,-1
reject/reject_stanford__n02109047-Great_Dane__n02109047_10160.jpg,-1
reject/reject_coco__000000060449.jpg,-1
reject/reject_coco__000000035062.jpg,-1
reject/reject_stanford__n02089973-English_foxhound__n02089973_1076.jpg,-1
reject/reject_animals10__Spider__animals10_Spider_00012.jpg,-1
reject/reject_stanford__n02105056-groenendael__n02105056_1071.jpg,-1
reject/reject_stanford__n02093754-Border_terrier__n02093754_1100.jpg,-1
reject/reject_coco__000000009448.jpg,-1
reject/reject_coco__000000060102.jpg,-1
reject/reject_animals10__Horse__animals10_Horse_00023.jpg,-1
reject/reject_animals10__Horse__animals10_Horse_00029.jpg,-1
reject/reject_stanford__n02102973-Irish_water_spaniel__n02102973_1116.jpg,-1
reject/reject_stanford__n02115913-dhole__n02115913_1142.jpg,-1
reject/reject_stanford__n02097047-miniature_schnauzer__n02097047_1115.jpg,-1
reject/reject_stanford__n02110627-affenpinscher__n02110627_10147.jpg,-1
reject/reject_stanford__n02088632-bluetick__n02088632_101.jpg,-1
reject/reject_stanford__n02100236-German_short-haired_pointer__n02100236_1258.jpg,-1
reject/reject_coco__000000039405.jpg,-1
reject/reject_coco__000000026941.jpg,-1
reject/reject_coco__000000045728.jpg,-1
reject/reject_stanford__n02090379-redbone__n02090379_1102.jpg,-1
reject/reject_coco__000000066926.jpg,-1
reject/reject_animals10__Chicken__animals10_Chicken_00035.jpg,-1
reject/reject_stanford__n02100735-English_setter__n02100735_10086.jpg,-1
reject/reject_coco__000000023126.jpg,-1
reject/reject_stanford__n02108551-Tibetan_mastiff__n02108551_1104.jpg,-1
reject/reject_stanford__n02090622-borzoi__n02090622_10343.jpg,-1
reject/reject_stanford__n02106166-Border_collie__n02106166_1056.jpg,-1
reject/reject_coco__000000017207.jpg,-1
reject/reject_coco__000000052413.jpg,-1
reject/reject_coco__000000018833.jpg,-1
reject/reject_coco__000000020107.jpg,-1
reject/reject_stanford__n02089973-English_foxhound__n02089973_1066.jpg,-1
reject/reject_stanford__n02088238-basset__n02088238_10005.jpg,-1
reject/reject_stanford__n02113799-standard_poodle__n02113799_1057.jpg,-1
reject/reject_stanford__n02110806-basenji__n02110806_1035.jpg,-1
reject/reject_coco__000000027768.jpg,-1
reject/reject_animals10__Horse__animals10_Horse_00010.jpg,-1
reject/reject_stanford__n02111277-Newfoundland__n02111277_1023.jpg,-1
reject/reject_stanford__n02091467-Norwegian_elkhound__n02091467_1213.jpg,-1
reject/reject_stanford__n02108089-boxer__n02108089_1031.jpg,-1
reject/reject_coco__000000036660.jpg,-1
reject/reject_coco__000000052891.jpg,-1
reject/reject_stanford__n02090379-redbone__n02090379_1020.jpg,-1
reject/reject_coco__000000058655.jpg,-1
reject/reject_stanford__n02088466-bloodhound__n02088466_10331.jpg,-1
reject/reject_animals10__Horse__animals10_Horse_00015.jpg,-1
reject/reject_coco__000000039670.jpg,-1
reject/reject_coco__000000057149.jpg,-1
reject/reject_stanford__n02101388-Brittany_spaniel__n02101388_10017.jpg,-1
reject/reject_coco__000000020333.jpg,-1
reject/reject_coco__000000033707.jpg,-1
reject/reject_animals10__Squirrel__animals10_Squirrel_00036.jpg,-1
reject/reject_animals10__Elephant__animals10_Elephant_00024.jpg,-1
reject/reject_stanford__n02108551-Tibetan_mastiff__n02108551_1091.jpg,-1
reject/reject_animals10__Sheep__animals10_Sheep_00024.jpg,-1
reject/reject_coco__000000045550.jpg,-1
reject/reject_coco__000000032285.jpg,-1
reject/reject_stanford__n02093428-American_Staffordshire_terrier__n02093428_10245.jpg,-1
reject/reject_coco__000000060855.jpg,-1
reject/reject_stanford__n02107908-Appenzeller__n02107908_1030.jpg,-1
reject/reject_animals10__Sheep__animals10_Sheep_00008.jpg,-1
reject/reject_stanford__n02099267-flat-coated_retriever__n02099267_1118.jpg,-1
reject/reject_coco__000000013201.jpg,-1
reject/reject_coco__000000017905.jpg,-1
reject/reject_stanford__n02089973-English_foxhound__n02089973_1078.jpg,-1
reject/reject_stanford__n02107574-Greater_Swiss_Mountain_dog__n02107574_1028.jpg,-1
reject/reject_coco__000000023781.jpg,-1
reject/reject_coco__000000012062.jpg,-1
reject/reject_stanford__n02107312-miniature_pinscher__n02107312_1154.jpg,-1
reject/reject_coco__000000003156.jpg,-1
reject/reject_coco__000000045472.jpg,-1
reject/reject_stanford__n02100877-Irish_setter__n02100877_1069.jpg,-1
reject/reject_stanford__n02094258-Norwich_terrier__n02094258_1004.jpg,-1
reject/reject_stanford__n02086079-Pekinese__n02086079_10600.jpg,-1
reject/reject_animals10__Chicken__animals10_Chicken_00001.jpg,-1
reject/reject_coco__000000060347.jpg,-1
reject/reject_stanford__n02104029-kuvasz__n02104029_1150.jpg,-1
reject/reject_stanford__n02093647-Bedlington_terrier__n02093647_1071.jpg,-1
reject/reject_stanford__n02105855-Shetland_sheepdog__n02105855_10112.jpg,-1
reject/reject_coco__000000013004.jpg,-1
reject/reject_stanford__n02102040-English_springer__n02102040_1157.jpg,-1
reject/reject_stanford__n02100877-Irish_setter__n02100877_1020.jpg,-1
reject/reject_animals10__Cow__animals10_Cow_00034.jpg,-1
reject/reject_coco__000000002592.jpg,-1
reject/reject_coco__000000004765.jpg,-1
reject/reject_coco__000000060835.jpg,-1
reject/reject_stanford__n02093754-Border_terrier__n02093754_1102.jpg,-1
reject/reject_coco__000000032570.jpg,-1
reject/reject_stanford__n02093859-Kerry_blue_terrier__n02093859_1003.jpg,-1
reject/reject_stanford__n02097474-Tibetan_terrier__n02097474_1095.jpg,-1
reject/reject_coco__000000058705.jpg,-1
reject/reject_animals10__Sheep__animals10_Sheep_00001.jpg,-1
reject/reject_stanford__n02113978-Mexican_hairless__n02113978_1034.jpg,-1
reject/reject_coco__000000015751.jpg,-1
reject/reject_coco__000000024144.jpg,-1
reject/reject_stanford__n02099712-Labrador_retriever__n02099712_1254.jpg,-1
reject/reject_animals10__Horse__animals10_Horse_00032.jpg,-1
reject/reject_coco__000000069138.jpg,-1
reject/reject_coco__000000044590.jpg,-1
reject/reject_stanford__n02100583-vizsla__n02100583_10367.jpg,-1
reject/reject_animals10__Butterfly__animals10_Butterfly_00022.jpg,-1
reject/reject_stanford__n02108089-boxer__n02108089_1003.jpg,-1
reject/reject_coco__000000065350.jpg,-1
reject/reject_stanford__n02108422-bull_mastiff__n02108422_1017.jpg,-1
reject/reject_stanford__n02112137-chow__n02112137_1015.jpg,-1
reject/reject_stanford__n02091635-otterhound__n02091635_1102.jpg,-1
reject/reject_animals10__Spider__animals10_Spider_00035.jpg,-1
reject/reject_stanford__n02107683-Bernese_mountain_dog__n02107683_1244.jpg,-1
reject/reject_coco__000000015272.jpg,-1
reject/reject_animals10__Chicken__animals10_Chicken_00004.jpg,-1
reject/reject_stanford__n02090721-Irish_wolfhound__n02090721_1002.jpg,-1
reject/reject_stanford__n02091635-otterhound__n02091635_1083.jpg,-1
reject/reject_stanford__n02109961-Eskimo_dog__n02109961_10699.jpg,-1
reject/reject_stanford__n02085782-Japanese_spaniel__n02085782_1058.jpg,-1
reject/reject_coco__000000022623.jpg,-1
reject/reject_animals10__Squirrel__animals10_Squirrel_00020.jpg,-1
reject/reject_coco__000000011813.jpg,-1
reject/reject_coco__000000067616.jpg,-1
reject/reject_coco__000000018519.jpg,-1
reject/reject_animals10__Elephant__animals10_Elephant_00017.jpg,-1
reject/reject_stanford__n02109525-Saint_Bernard__n02109525_10063.jpg,-1
reject/reject_stanford__n02099849-Chesapeake_Bay_retriever__n02099849_1115.jpg,-1
reject/reject_stanford__n02093428-American_Staffordshire_terrier__n02093428_10381.jpg,-1
reject/reject_coco__000000033221.jpg,-1
reject/reject_coco__000000001675.jpg,-1
reject/reject_stanford__n02087394-Rhodesian_ridgeback__n02087394_101.jpg,-1
reject/reject_stanford__n02102480-Sussex_spaniel__n02102480_142.jpg,-1
reject/reject_stanford__n02097130-giant_schnauzer__n02097130_1159.jpg,-1
reject/reject_stanford__n02105412-kelpie__n02105412_1078.jpg,-1
reject/reject_animals10__Squirrel__animals10_Squirrel_00014.jpg,-1
reject/reject_coco__000000044068.jpg,-1
reject/reject_animals10__Spider__animals10_Spider_00009.jpg,-1
reject/reject_stanford__n02098105-soft-coated_wheaten_terrier__n02098105_1009.jpg,-1
reject/reject_stanford__n02089078-black-and-tan_coonhound__n02089078_1064.jpg,-1
reject/reject_stanford__n02105505-komondor__n02105505_1148.jpg,-1
reject/reject_animals10__Sheep__animals10_Sheep_00018.jpg,-1
reject/reject_coco__000000049759.jpg,-1
reject/reject_stanford__n02093647-Bedlington_terrier__n02093647_1022.jpg,-1
reject/reject_animals10__Spider__animals10_Spider_00018.jpg,-1
reject/reject_animals10__Chicken__animals10_Chicken_00036.jpg,-1
reject/reject_stanford__n02111889-Samoyed__n02111889_1019.jpg,-1
reject/reject_stanford__n02115913-dhole__n02115913_1010.jpg,-1
reject/reject_animals10__Squirrel__animals10_Squirrel_00037.jpg,-1
reject/reject_animals10__Spider__animals10_Spider_00016.jpg,-1
reject/reject_animals10__Butterfly__animals10_Butterfly_00034.jpg,-1
reject/reject_coco__000000000632.jpg,-1
reject/reject_stanford__n02090721-Irish_wolfhound__n02090721_1026.jpg,-1
reject/reject_coco__000000033114.jpg,-1
reject/reject_coco__000000042102.jpg,-1
reject/reject_stanford__n02099849-Chesapeake_Bay_retriever__n02099849_1157.jpg,-1
reject/reject_animals10__Butterfly__animals10_Butterfly_00003.jpg,-1
reject/reject_coco__000000039769.jpg,-1
reject/reject_animals10__Cow__animals10_Cow_00003.jpg,-1
reject/reject_coco__000000028809.jpg,-1
reject/reject_animals10__Horse__animals10_Horse_00030.jpg,-1
reject/reject_stanford__n02100735-English_setter__n02100735_10030.jpg,-1
reject/reject_animals10__Horse__animals10_Horse_00013.jpg,-1
reject/reject_stanford__n02085782-Japanese_spaniel__n02085782_1143.jpg,-1
reject/reject_stanford__n02105251-briard__n02105251_12.jpg,-1
reject/reject_stanford__n02086910-papillon__n02086910_1199.jpg,-1
reject/reject_coco__000000037751.jpg,-1
reject/reject_stanford__n02100735-English_setter__n02100735_10097.jpg,-1
reject/reject_animals10__Cow__animals10_Cow_00028.jpg,-1
reject/reject_coco__000000062355.jpg,-1
reject/reject_stanford__n02115641-dingo__n02115641_10021.jpg,-1
reject/reject_stanford__n02100236-German_short-haired_pointer__n02100236_1164.jpg,-1
reject/reject_coco__000000031118.jpg,-1
reject/reject_coco__000000001532.jpg,-1
reject/reject_coco__000000014888.jpg,-1
reject/reject_coco__000000032887.jpg,-1
reject/reject_coco__000000000885.jpg,-1
reject/reject_coco__000000015956.jpg,-1
reject/reject_coco__000000058029.jpg,-1
reject/reject_stanford__n02088632-bluetick__n02088632_109.jpg,-1
reject/reject_coco__000000024919.jpg,-1
reject/reject_animals10__Spider__animals10_Spider_00010.jpg,-1
reject/reject_stanford__n02113023-Pembroke__n02113023_11091.jpg,-1
reject/reject_coco__000000055167.jpg,-1
reject/reject_coco__000000066817.jpg,-1
reject/reject_coco__000000013546.jpg,-1
reject/reject_stanford__n02095570-Lakeland_terrier__n02095570_1131.jpg,-1
reject/reject_animals10__Elephant__animals10_Elephant_00011.jpg,-1
reject/reject_animals10__Spider__animals10_Spider_00033.jpg,-1
reject/reject_coco__000000054654.jpg,-1
reject/reject_coco__000000001503.jpg,-1
reject/reject_coco__000000030504.jpg,-1
reject/reject_animals10__Horse__animals10_Horse_00005.jpg,-1
reject/reject_animals10__Horse__animals10_Horse_00008.jpg,-1
reject/reject_stanford__n02113978-Mexican_hairless__n02113978_1006.jpg,-1
reject/reject_stanford__n02110627-affenpinscher__n02110627_10225.jpg,-1
reject/reject_coco__000000031749.jpg,-1
reject/reject_animals10__Cow__animals10_Cow_00002.jpg,-1
reject/reject_coco__000000021604.jpg,-1
reject/reject_coco__000000011699.jpg,-1
reject/reject_animals10__Chicken__animals10_Chicken_00030.jpg,-1
reject/reject_stanford__n02100877-Irish_setter__n02100877_1062.jpg,-1
reject/reject_stanford__n02101006-Gordon_setter__n02101006_1016.jpg,-1
reject/reject_stanford__n02085936-Maltese_dog__n02085936_10130.jpg,-1
reject/reject_animals10__Chicken__animals10_Chicken_00016.jpg,-1
reject/reject_animals10__Sheep__animals10_Sheep_00004.jpg,-1
reject/reject_coco__000000055528.jpg,-1
reject/reject_stanford__n02105505-komondor__n02105505_1145.jpg,-1
reject/reject_stanford__n02107312-miniature_pinscher__n02107312_1195.jpg,-1
reject/reject_stanford__n02091032-Italian_greyhound__n02091032_10079.jpg,-1
reject/reject_animals10__Squirrel__animals10_Squirrel_00033.jpg,-1
reject/reject_stanford__n02100877-Irish_setter__n02100877_1165.jpg,-1
reject/reject_coco__000000061171.jpg,-1
reject/reject_animals10__Cow__animals10_Cow_00032.jpg,-1
reject/reject_coco__000000053529.jpg,-1
reject/reject_coco__000000039480.jpg,-1
reject/reject_coco__000000047801.jpg,-1
reject/reject_coco__000000000724.jpg,-1
reject/reject_coco__000000051938.jpg,-1
reject/reject_animals10__Chicken__animals10_Chicken_00019.jpg,-1
reject/reject_animals10__Chicken__animals10_Chicken_00010.jpg,-1
reject/reject_animals10__Squirrel__animals10_Squirrel_00022.jpg,-1
reject/reject_stanford__n02094258-Norwich_terrier__n02094258_1003.jpg,-1
reject/reject_stanford__n02102480-Sussex_spaniel__n02102480_1649.jpg,-1
reject/reject_stanford__n02105505-komondor__n02105505_1090.jpg,-1
reject/reject_coco__000000001425.jpg,-1
reject/reject_animals10__Horse__animals10_Horse_00036.jpg,-1
reject/reject_coco__000000007386.jpg,-1
reject/reject_animals10__Spider__animals10_Spider_00011.jpg,-1
reject/reject_stanford__n02105162-malinois__n02105162_10351.jpg,-1
reject/reject_stanford__n02105056-groenendael__n02105056_1067.jpg,-1
reject/reject_stanford__n02094433-Yorkshire_terrier__n02094433_10123.jpg,-1
reject/reject_animals10__Squirrel__animals10_Squirrel_00031.jpg,-1
reject/reject_stanford__n02107908-Appenzeller__n02107908_1195.jpg,-1
reject/reject_coco__000000025096.jpg,-1
reject/reject_coco__000000032901.jpg,-1
reject/reject_stanford__n02109525-Saint_Bernard__n02109525_10032.jpg,-1
reject/reject_stanford__n02095889-Sealyham_terrier__n02095889_1044.jpg,-1
reject/reject_stanford__n02096177-cairn__n02096177_10414.jpg,-1
reject/reject_animals10__Sheep__animals10_Sheep_00012.jpg,-1
reject/reject_stanford__n02097474-Tibetan_terrier__n02097474_1156.jpg,-1
reject/reject_coco__000000046463.jpg,-1
reject/reject_stanford__n02110806-basenji__n02110806_1019.jpg,-1
reject/reject_animals10__Elephant__animals10_Elephant_00012.jpg,-1
reject/reject_stanford__n02107574-Greater_Swiss_Mountain_dog__n02107574_1026.jpg,-1
reject/reject_animals10__Sheep__animals10_Sheep_00013.jpg,-1
reject/reject_coco__000000050331.jpg,-1
reject/reject_coco__000000062808.jpg,-1
reject/reject_stanford__n02090622-borzoi__n02090622_10355.jpg,-1
reject/reject_stanford__n02106382-Bouvier_des_Flandres__n02106382_108.jpg,-1
reject/reject_coco__000000052412.jpg,-1
reject/reject_animals10__Squirrel__animals10_Squirrel_00019.jpg,-1
reject/reject_coco__000000017115.jpg,-1
reject/reject_stanford__n02095570-Lakeland_terrier__n02095570_1088.jpg,-1
reject/reject_stanford__n02088632-bluetick__n02088632_1047.jpg,-1
reject/reject_stanford__n02090379-redbone__n02090379_1006.jpg,-1
reject/reject_stanford__n02116738-African_hunting_dog__n02116738_10038.jpg,-1
reject/reject_stanford__n02110627-affenpinscher__n02110627_10185.jpg,-1
reject/reject_coco__000000005992.jpg,-1
reject/reject_stanford__n02102480-Sussex_spaniel__n02102480_105.jpg,-1
reject/reject_stanford__n02097474-Tibetan_terrier__n02097474_1070.jpg,-1
reject/reject_coco__000000067896.jpg,-1
reject/reject_stanford__n02094114-Norfolk_terrier__n02094114_1020.jpg,-1
reject/reject_coco__000000032334.jpg,-1
reject/reject_coco__000000042628.jpg,-1
reject/reject_stanford__n02107683-Bernese_mountain_dog__n02107683_1175.jpg,-1
reject/reject_coco__000000057760.jpg,-1
reject/reject_coco__000000046804.jpg,-1
reject/reject_stanford__n02087394-Rhodesian_ridgeback__n02087394_10351.jpg,-1
reject/reject_animals10__Spider__animals10_Spider_00005.jpg,-1
reject/reject_stanford__n02092339-Weimaraner__n02092339_107.jpg,-1
reject/reject_animals10__Cow__animals10_Cow_00022.jpg,-1
reject/reject_animals10__Butterfly__animals10_Butterfly_00018.jpg,-1
reject/reject_coco__000000016451.jpg,-1
reject/reject_coco__000000021503.jpg,-1
reject/reject_coco__000000049259.jpg,-1
reject/reject_coco__000000039956.jpg,-1
reject/reject_stanford__n02105251-briard__n02105251_1676.jpg,-1
reject/reject_stanford__n02098413-Lhasa__n02098413_10144.jpg,-1
reject/reject_animals10__Spider__animals10_Spider_00025.jpg,-1
reject/reject_coco__000000029393.jpg,-1
reject/reject_stanford__n02099267-flat-coated_retriever__n02099267_1069.jpg,-1
